dataset,epsilon,L0,leakage,utility,mask_size
airport,0.1,0.3,0.03592524660768637,-0.5,3
airport,0.1,0.3,0.03592524660768637,-0.3333333333333333,2
airport,0.1,0.3,0.05010955345870127,-0.5,3
airport,0.1,0.3,0.008222647309668152,-0.6666666666666666,4
airport,0.1,0.3,0.03592524660768637,-0.5,3
airport,0.1,0.3,0.22337399647872114,-0.16666666666666666,1
airport,0.1,0.3,0.05853885744745513,-0.6666666666666666,4
airport,0.1,0.3,0.03592524660768637,-0.3333333333333333,2
airport,0.1,0.3,0.03592524660768637,-0.5,3
airport,0.1,0.3,0.03592524660768637,-0.3333333333333333,2
airport,0.1,0.3,0.05010955345870127,-0.3333333333333333,2
airport,0.1,0.3,0.03592524660768637,-0.16666666666666666,1
airport,0.1,0.3,0.003609042830710618,-0.8333333333333334,5
airport,0.1,0.3,0.22337399647872114,-0.3333333333333333,2
airport,0.1,0.3,0.22337399647872114,-0.16666666666666666,1
airport,0.1,0.3,0.22337399647872114,-0.3333333333333333,2
airport,0.1,0.3,0.009414806213275395,-0.5,3
airport,0.1,0.3,0.22337399647872114,-0.3333333333333333,2
airport,0.1,0.3,0.009414806213275395,-0.6666666666666666,4
airport,0.1,0.3,0.013132038880604324,-0.5,3
airport,0.1,0.3,0.013132038880604324,-0.3333333333333333,2
airport,0.1,0.3,0.22337399647872114,-0.6666666666666666,4
airport,0.1,0.3,0.0,-1.0,6
airport,0.1,0.3,0.22337399647872114,-0.16666666666666666,1
airport,0.1,0.3,0.03592524660768637,-0.5,3
airport,0.1,0.3,0.013132038880604324,-0.3333333333333333,2
airport,0.1,0.3,0.03592524660768637,-0.3333333333333333,2
airport,0.1,0.3,0.22337399647872114,-0.5,3
airport,0.1,0.3,0.03592524660768637,-0.5,3
airport,0.1,0.3,0.22337399647872114,-0.5,3
airport,0.1,0.3,0.22337399647872114,-0.0,0
airport,0.1,0.3,0.0,-0.8333333333333334,5
airport,0.1,0.3,0.05010955345870127,-0.5,3
airport,0.1,0.3,0.22337399647872114,-0.0,0
airport,0.1,0.3,0.015768127809462573,-0.8333333333333334,5
airport,0.1,0.3,0.03592524660768637,-0.3333333333333333,2
airport,0.1,0.3,0.03592524660768637,-0.5,3
airport,0.1,0.3,0.22337399647872114,-0.5,3
airport,0.1,0.3,0.03592524660768637,-0.3333333333333333,2
airport,0.1,0.3,0.0008907266304110095,-0.8333333333333334,5
airport,0.1,0.3,0.009414806213275395,-0.6666666666666666,4
airport,0.1,0.3,0.009414806213275395,-0.6666666666666666,4
airport,0.1,0.3,0.22337399647872114,-0.6666666666666666,4
airport,0.1,0.3,0.013132038880604324,-0.5,3
airport,0.1,0.3,0.013132038880604324,-0.6666666666666666,4
airport,0.1,0.3,0.22337399647872114,-0.3333333333333333,2
airport,0.1,0.3,0.06016840572859605,-0.6666666666666666,4
airport,0.1,0.3,0.009414806213275395,-0.5,3
airport,0.1,0.3,0.013132038880604324,-0.6666666666666666,4
airport,0.1,0.3,0.009414806213275395,-0.5,3
airport,0.1,0.3,0.0,-0.6666666666666666,4
airport,0.1,0.3,0.05853885744745513,-0.6666666666666666,4
airport,0.1,0.3,0.0,-0.6666666666666666,4
airport,0.1,0.3,0.22337399647872114,-0.3333333333333333,2
airport,0.1,0.3,0.03592524660768637,-0.3333333333333333,2
airport,0.1,0.3,0.03592524660768637,-0.5,3
airport,0.1,0.3,0.009414806213275395,-0.5,3
airport,0.1,0.3,0.22337399647872114,-0.16666666666666666,1
airport,0.1,0.3,0.22337399647872114,-0.5,3
airport,0.1,0.3,0.22337399647872114,-0.5,3
airport,0.1,0.3,0.03592524660768637,-0.5,3
airport,0.1,0.3,0.05853885744745513,-0.6666666666666666,4
airport,0.1,0.3,0.05010955345870127,-0.5,3
airport,0.1,0.3,0.03592524660768637,-0.6666666666666666,4
airport,0.1,0.3,0.05010955345870127,-0.5,3
airport,0.1,0.3,0.013132038880604324,-0.6666666666666666,4
airport,0.1,0.3,0.051126318247808444,-0.5,3
airport,0.1,0.3,0.03592524660768637,-0.5,3
airport,0.1,0.3,0.03592524660768637,-0.16666666666666666,1
airport,0.1,0.3,0.051126318247808444,-0.6666666666666666,4
airport,0.1,0.3,0.22337399647872114,-0.3333333333333333,2
airport,0.1,0.3,0.22337399647872114,-0.16666666666666666,1
airport,0.1,0.3,0.22337399647872114,-0.3333333333333333,2
airport,0.1,0.3,0.015768127809462573,-0.6666666666666666,4
airport,0.1,0.3,0.03592524660768637,-0.5,3
airport,0.1,0.3,0.03592524660768637,-0.3333333333333333,2
airport,0.1,0.3,0.0,-1.0,6
airport,0.1,0.3,0.0,-0.8333333333333334,5
airport,0.1,0.3,0.03592524660768637,-0.3333333333333333,2
airport,0.1,0.3,0.003609042830710618,-0.8333333333333334,5
airport,0.1,0.3,0.03592524660768637,-0.5,3
airport,0.1,0.3,0.05853885744745513,-0.5,3
airport,0.1,0.3,0.05010955345870127,-0.5,3
airport,0.1,0.3,0.015768127809462573,-0.8333333333333334,5
airport,0.1,0.3,0.22337399647872114,-0.0,0
airport,0.1,0.3,0.22337399647872114,-0.0,0
airport,0.1,0.3,0.05010955345870127,-0.6666666666666666,4
airport,0.1,0.3,0.22337399647872114,-0.3333333333333333,2
airport,0.1,0.3,0.051126318247808444,-0.6666666666666666,4
airport,0.1,0.3,0.03592524660768637,-0.3333333333333333,2
airport,0.1,0.3,0.051126318247808444,-0.5,3
airport,0.1,0.3,0.03592524660768637,-0.3333333333333333,2
airport,0.1,0.3,0.03592524660768637,-0.16666666666666666,1
airport,0.1,0.3,0.05010955345870127,-0.5,3
airport,0.1,0.3,0.009414806213275395,-0.5,3
airport,0.1,0.3,0.03592524660768637,-0.16666666666666666,1
airport,0.1,0.3,0.05010955345870127,-0.5,3
airport,0.1,0.3,0.03592524660768637,-0.5,3
airport,0.1,0.3,0.051126318247808444,-0.5,3
airport,0.1,0.3,0.22337399647872114,-0.0,0
hospital,0.1,0.3,0.26187931623708605,-0.7,7
hospital,0.1,0.3,0.26187931623708605,-0.6,6
hospital,0.1,0.3,0.21940735109689347,-0.9,9
hospital,0.1,0.3,0.24315756576632586,-0.6,6
hospital,0.1,0.3,0.2629936790618288,-0.4,4
hospital,0.1,0.3,0.21945273335876703,-0.4,4
hospital,0.1,0.3,0.21945273335876703,-0.5,5
hospital,0.1,0.3,0.26187931623708605,-0.3,3
hospital,0.1,0.3,0.2902622119955647,-0.7,7
hospital,0.1,0.3,0.24315756576632586,-0.6,6
hospital,0.1,0.3,0.24175913958548945,-0.6,6
hospital,0.1,0.3,0.26187931623708605,-0.6,6
hospital,0.1,0.3,0.24175913958548945,-0.7,7
hospital,0.1,0.3,0.26303652729247295,-0.3,3
hospital,0.1,0.3,0.24315756576632586,-0.7,7
hospital,0.1,0.3,0.26187931623708605,-0.7,7
hospital,0.1,0.3,0.21940735109689347,-0.8,8
hospital,0.1,0.3,0.2902622119955647,-0.6,6
hospital,0.1,0.3,0.24315756576632586,-0.6,6
hospital,0.1,0.3,0.2902622119955647,-0.7,7
hospital,0.1,0.3,0.24175913958548945,-0.8,8
hospital,0.1,0.3,0.24315756576632586,-0.9,9
hospital,0.1,0.3,0.26303652729247295,-0.6,6
hospital,0.1,0.3,0.14581437163805366,-0.8,8
hospital,0.1,0.3,0.26187931623708605,-0.5,5
hospital,0.1,0.3,0.26187931623708605,-0.5,5
hospital,0.1,0.3,0.21940735109689347,-0.6,6
hospital,0.1,0.3,0.14559895790530974,-0.9,9
hospital,0.1,0.3,0.26303652729247295,-0.6,6
hospital,0.1,0.3,0.24175913958548945,-0.8,8
hospital,0.1,0.3,0.26303652729247295,-0.5,5
hospital,0.1,0.3,0.261836400724347,-0.6,6
hospital,0.1,0.3,0.24315756576632586,-0.7,7
hospital,0.1,0.3,0.261836400724347,-0.8,8
hospital,0.1,0.3,0.26303652729247295,-0.5,5
hospital,0.1,0.3,0.26187931623708605,-0.6,6
hospital,0.1,0.3,0.2629936790618288,-0.5,5
hospital,0.1,0.3,0.261836400724347,-0.7,7
hospital,0.1,0.3,0.26187931623708605,-0.4,4
hospital,0.1,0.3,0.24175913958548945,-0.6,6
hospital,0.1,0.3,0.26303652729247295,-0.7,7
hospital,0.1,0.3,0.26303652729247295,-0.4,4
hospital,0.1,0.3,0.2629936790618288,-0.6,6
hospital,0.1,0.3,0.26303652729247295,-0.6,6
hospital,0.1,0.3,0.21940735109689347,-0.7,7
