lambda,leakage,utility,mask_size
1.0,0.03592524660768637,-0.0,4
1.0,0.05010955345870127,-0.0,4
1.0,0.22337399647872114,-0.0,2
1.0,0.05010955345870127,-0.0,3
1.0,0.003306804705818678,-0.0,5
1.0,0.0,-0.0,6
1.0,0.22337399647872114,-0.0,2
1.0,0.05853885744745513,-0.0,4
1.0,0.03592524660768637,-0.0,3
1.0,0.22337399647872114,-0.0,3
1.0,0.03592524660768637,-0.0,2
1.0,0.03592524660768637,-0.0,3
1.0,0.22337399647872114,-0.0,1
1.0,0.03592524660768637,-0.0,2
1.0,0.22337399647872114,-0.0,1
1.0,0.22337399647872114,-0.0,2
1.0,0.003306804705818678,-0.0,4
1.0,0.03592524660768637,-0.0,2
1.0,0.22337399647872114,-0.0,2
1.0,0.008222647309668152,-0.0,3
1.0,0.009414806213275395,-0.0,3
1.0,0.003306804705818678,-0.0,5
1.0,0.22337399647872114,-0.0,4
1.0,0.05010955345870127,-0.0,4
1.0,0.009414806213275395,-0.0,4
1.0,0.03592524660768637,-0.0,4
1.0,0.0008907266304110095,-0.0,5
1.0,0.22337399647872114,-0.0,1
1.0,0.003306804705818678,-0.0,5
1.0,0.009414806213275395,-0.0,3
1.0,0.051126318247808444,-0.0,4
1.0,0.22337399647872114,-0.0,3
1.0,0.009414806213275395,-0.0,4
1.0,0.0,-0.0,5
1.0,0.22337399647872114,-0.0,2
1.0,0.009414806213275395,-0.0,3
1.0,0.05010955345870127,-0.0,2
1.0,0.03592524660768637,-0.0,2
1.0,0.22337399647872114,-0.0,1
1.0,0.22337399647872114,-0.0,2
1.0,0.06016840572859605,-0.0,4
1.0,0.22337399647872114,-0.0,2
1.0,0.011469181810646378,-0.0,4
1.0,0.22337399647872114,-0.0,1
1.0,0.22337399647872114,-0.0,3
1.0,0.0,-0.0,4
1.0,0.06016840572859605,-0.0,4
1.0,0.22337399647872114,-0.0,1
1.0,0.03592524660768637,-0.0,3
1.0,0.03592524660768637,-0.0,4
1.0,0.05853885744745513,-0.0,4
1.0,0.22337399647872114,-0.0,2
1.0,0.22337399647872114,-0.0,4
1.0,0.05010955345870127,-0.0,4
1.0,0.008222647309668152,-0.0,4
1.0,0.05010955345870127,-0.0,3
1.0,0.05010955345870127,-0.0,4
1.0,0.06016840572859605,-0.0,4
1.0,0.22337399647872114,-0.0,4
1.0,0.05010955345870127,-0.0,4
1.0,0.013132038880604324,-0.0,4
1.0,0.05010955345870127,-0.0,3
1.0,0.008222647309668152,-0.0,4
1.0,0.051126318247808444,-0.0,4
1.0,0.03592524660768637,-0.0,2
1.0,0.05010955345870127,-0.0,3
1.0,0.03592524660768637,-0.0,3
1.0,0.009414806213275395,-0.0,3
1.0,0.03592524660768637,-0.0,4
1.0,0.05010955345870127,-0.0,3
1.0,0.05010955345870127,-0.0,3
1.0,0.22337399647872114,-0.0,3
1.0,0.03592524660768637,-0.0,2
1.0,0.03592524660768637,-0.0,2
1.0,0.009414806213275395,-0.0,2
1.0,0.003306804705818678,-0.0,4
1.0,0.05010955345870127,-0.0,3
